name,headquarters_city,headquarters_state,latitude,longitude
Centene,St. Louis,MO,38.6280278,-90.1910154
American Airlines Group,Fort Worth,TX,32.753177,-97.3327459
Nationwide,Columbus,OH,39.9622601,-83.0007065
Merck,Kenilworth,NJ,42.0894728,-87.7149295
Cigna,Bloomfield,CT,40.7510398,-92.4143872
Delta Air Lines,Atlanta,GA,33.7489924,-84.3902644
Best Buy,Richfield,MN,44.8766431,-93.2877877
Honeywell International,Morris Plains,NJ,40.8364845,-74.47818854
Caterpillar,Peoria,IL,40.6938609,-89.5891008
Liberty Mutual Insurance Group,Boston,MA,42.3554334,-71.060511
Morgan Stanley,New York,NY,40.7127281,-74.0060152
Massachusetts Mutual Life Insurance,Springfield,MA,39.7990175,-89.6439575
Goldman Sachs Group,New York,NY,40.7127281,-74.0060152
Energy Transfer Equity,Dallas,TX,32.7762719,-96.7968559
TIAA,New York,NY,40.7127281,-74.0060152
Oracle,Redwood City,CA,37.4863239,-122.232523
Tyson Foods,Springdale,AR,36.1867442,-94.1288142
United Continental Holdings,Chicago,IL,41.8755616,-87.6244212
Allstate,Northbrook,IL,42.128704,-87.8265089
Publix Super Markets,Lakeland,FL,28.0394654,-81.9498042
American Express,New York,NY,40.7127281,-74.0060152
TJX,Framingham,MA,42.2773177,-71.4165905
Nike,Beaverton,OR,45.4871723,-122.80378
Exelon,Chicago,IL,41.8755616,-87.6244212
General Dynamics,Falls Church,VA,38.882334,-77.1710914
Rite Aid,Camp Hill,PA,40.2398118,-76.9199742
Gilead Sciences,Foster City,CA,37.5600336,-122.2688522
CHS,Inver Grove Heights,MN,44.8479039,-93.0428119
3M,St. Paul,MN,53.9446204,-111.2100163
Time Warner,New York,NY,40.7127281,-74.0060152
Charter Communications,Stamford,CT,41.0534302,-73.5387341
Northwestern Mutual,Milwaukee,WI,43.0349931,-87.922497
Facebook,Menlo Park,CA,37.4519671,-122.177992
Travelers Cos.,New York,NY,40.7127281,-74.0060152
Capital One Financial,McLean,VA,40.4631789,-88.8196613
Twenty-First Century Fox,New York,NY,40.7127281,-74.0060152
USAA,San Antonio,TX,29.4246002,-98.4951405
World Fuel Services,Miami,FL,25.7741728,-80.19362
Philip Morris International,New York,NY,40.7127281,-74.0060152
Deere,Moline,IL,41.5058344,-90.5136642
Kraft Heinz,Pittsburgh,PA,40.4416941,-79.9900861
Tech Data,Clearwater,FL,27.9658533,-82.8001026
Avnet,Phoenix,AZ,40.3936294,47.7872508
Mondelez International,Deerfield,IL,42.1711365,-87.8445119
Macy's,Cincinnati,OH,39.1014537,-84.5124602
AbbVie,North Chicago,IL,42.327724,-87.8394189
McDonald's,Oak Brook,IL,41.8328085,-87.9289504
DuPont,Wilmington,DE,39.7459468,-75.546589
Northrop Grumman,Falls Church,VA,38.882334,-77.1710914
ConocoPhillips,Houston,TX,29.7589382,-95.3676974
Raytheon,Waltham,MA,42.3756401,-71.2358004
Andeavor,San Antonio,TX,29.4246002,-98.4951405
Arrow Electronics,Centennial,CO,39.579155,-104.8769227
Qualcomm,San Diego,CA,32.7174202,-117.162772
Progressive,Mayfield Village,OH,43.759996799999996,-79.78382001
Duke Energy,Charlotte,NC,35.2272086,-80.8430827
Enterprise Products Partners,Houston,TX,29.7589382,-95.3676974
Amgen,Thousand Oaks,CA,34.1705609,-118.8375937
US Foods Holding,Rosemont,IL,41.9941334,-87.8756737
U.S. Bancorp,Minneapolis,MN,44.9772995,-93.2654692
Aflac,Columbus,GA,39.9622601,-83.0007065
Sears Holdings,Hoffman Estates,IL,42.0427256,-88.0792782
Dollar General,Goodlettsville,TN,36.3231067,-86.7133302
AutoNation,Fort Lauderdale,FL,26.1223084,-80.1433786
Community Health Systems,Franklin,TN,33.2002659,-95.2231752
Starbucks,Seattle,WA,47.6038321,-122.330062
Eli Lilly,Indianapolis,IN,39.7683331,-86.1583502
International Paper,Memphis,TN,35.1460249,-90.0517638
Tenet Healthcare,Dallas,TX,32.7762719,-96.7968559
Abbott Laboratories,Abbott Park,IL,38.771264099999996,-75.13876534
Dollar Tree,Chesapeake,VA,36.7183708,-76.2466798
Whirlpool,Benton Harbor,MI,42.1167065,-86.4541894
Southwest Airlines,Dallas,TX,32.7762719,-96.7968559
Emerson Electric,St. Louis,MO,38.6280278,-90.1910154
Staples,Framingham,MA,42.2773177,-71.4165905
Plains GP Holdings,Houston,TX,29.7589382,-95.3676974
Penske Automotive Group,Bloomfield Hills,MI,42.583645,-83.2454883
Union Pacific,Omaha,NE,41.2587459,-95.9383758
Danaher,Washington,DC,38.8950368,-77.0365427
Southern,Atlanta,GA,33.7489924,-84.3902644
ManpowerGroup,Milwaukee,WI,43.0349931,-87.922497
Bristol-Myers Squibb,New York,NY,40.7127281,-74.0060152
Altria Group,Richmond,VA,37.5385087,-77.43428
Fluor,Irving,TX,32.8295183,-96.9442177
Kohl's,Menomonee Falls,WI,43.1790768,-88.1170784
Lear,Southfield,MI,42.4733689,-83.2218731
Jabil,St. Petersburg,FL,59.9606739,30.1586551
Hartford Financial Services Group,Hartford,CT,41.764582,-72.6908547
Thermo Fisher Scientific,Waltham,MA,42.3756401,-71.2358004
Kimberly-Clark,Irving,TX,32.8295183,-96.9442177
Molina Healthcare,Long Beach,CA,33.7690164,-118.191604
PG&E Corp.,San Francisco,CA,37.7790262,-122.419906
Supervalu,Eden Prairie,MN,44.8546856,-93.470786
Cummins,Columbus,IN,39.9622601,-83.0007065
CenturyLink,Monroe,LA,38.2722313,-90.1792484
AECOM,Los Angeles,CA,34.0536909,-118.242766
Xerox,Norwalk,CT,41.1175966,-73.4078968
Marriott International,Bethesda,MD,38.9846816,-77.0942447
Paccar,Bellevue,WA,47.6144219,-122.192337
General Mills,Minneapolis,MN,44.9772995,-93.2654692
PNC Financial Services Group,Pittsburgh,PA,40.4416941,-79.9900861
American Electric Power,Columbus,OH,39.9622601,-83.0007065
Icahn Enterprises,New York,NY,40.7127281,-74.0060152
Nucor,Charlotte,NC,35.2272086,-80.8430827
NextEra Energy,Juno Beach,FL,49.3371174,-0.4407731
Performance Food Group,Richmond,VA,37.5385087,-77.43428
PBF Energy,Parsippany,NJ,40.8578772,-74.4259866
Halliburton,Houston,TX,29.7589382,-95.3676974
CarMax,Richmond,VA,37.5385087,-77.43428
Freeport-McMoRan,Phoenix,AZ,40.3936294,47.7872508
Whole Foods Market,Austin,TX,30.2711286,-97.7436995
Bank of New York Mellon,New York,NY,40.7127281,-74.0060152
Gap,San Francisco,CA,37.7790262,-122.419906
Omnicom Group,New York,NY,40.7127281,-74.0060152
Genuine Parts,Atlanta,GA,33.7489924,-84.3902644
DaVita,Denver,CO,39.7392364,-104.984862
Colgate-Palmolive,New York,NY,40.7127281,-74.0060152
PPG Industries,Pittsburgh,PA,40.4416941,-79.9900861
Goodyear Tire & Rubber,Akron,OH,41.083064,-81.518485
Synchrony Financial,Stamford,CT,41.0534302,-73.5387341
DISH Network,Englewood,CO,39.6482059,-104.9879641
Visa,Foster City,CA,37.5600336,-122.2688522
Nordstrom,Seattle,WA,47.6038321,-122.330062
INTL FCStone,New York,NY,40.7127281,-74.0060152
WestRock,Richmond,VA,37.5385087,-77.43428
XPO Logistics,Greenwich,CT,51.46862565,0.048830573
Aramark,Philadelphia,PA,39.9527237,-75.1635262
CBS,New York,NY,40.7127281,-74.0060152
AES,Arlington,VA,32.7355816,-97.1071186
WellCare Health Plans,Tampa,FL,27.9477595,-82.458444
FirstEnergy,Akron,OH,41.083064,-81.518485
Conagra Brands,Chicago,IL,41.8755616,-87.6244212
Synnex,Fremont,CA,37.5482697,-121.988571
CDW,Lincolnshire,IL,53.1823034,-0.203120854
Textron,Providence,RI,41.8239891,-71.4128343
Waste Management,Houston,TX,29.7589382,-95.3676974
Illinois Tool Works,Glenview,IL,38.3084193,-85.6505526
Office Depot,Boca Raton,FL,26.3586885,-80.0830984
Monsanto,St. Louis,MO,38.6280278,-90.1910154
Cognizant Technology Solutions,Teaneck,NJ,40.8860164,-74.0072568
Texas Instruments,Dallas,TX,32.7762719,-96.7968559
Lincoln National,Radnor,PA,40.0463001,-75.3595487
Newell Brands,Hoboken,NJ,40.7433066,-74.0323752
Land O'Lakes,Arden Hills,MN,45.0761409,-93.1666945
Marsh & McLennan,New York,NY,40.7127281,-74.0060152
Ecolab,St. Paul,MN,53.9446204,-111.2100163
C.H. Robinson Worldwide,Eden Prairie,MN,44.8546856,-93.470786
Loews,New York,NY,40.7127281,-74.0060152
CBRE Group,Los Angeles,CA,34.0536909,-118.242766
Kinder Morgan,Houston,TX,29.7589382,-95.3676974
Kellogg,Battle Creek,MI,42.3192548,-85.1824269
Western Digital,Irvine,CA,33.6856969,-117.8259819
Guardian Life Ins. Co. of America,New York,NY,40.7127281,-74.0060152
Ross Stores,Dublin,CA,53.3493795,-6.2605593
L Brands,Columbus,OH,39.9622601,-83.0007065
J.C. Penney,Plano,TX,33.0136764,-96.6925096
Farmers Insurance Exchange,Woodland Hills,CA,34.1684364,-118.6058382
Reynolds American,Winston-Salem,NC,36.0998131,-80.2440518
Viacom,New York,NY,40.7127281,-74.0060152
Becton Dickinson,Franklin Lakes,NJ,41.0167639,-74.2057012
Micron Technology,Boise,ID,43.6008183,-116.2421086
Principal Financial,Des Moines,IA,41.5910323,-93.6046655
Arconic,New York,NY,40.7127281,-74.0060152
NRG Energy,Princeton,NJ,40.3496953,-74.6597376
VF,Greensboro,NC,36.0726355,-79.7919754
Devon Energy,Oklahoma City,OK,35.4729886,-97.5170536
D.R. Horton,Arlington,TX,32.7355816,-97.1071186
Bed Bath & Beyond,Union,NJ,37.4616454,-89.2504793
Consolidated Edison,New York,NY,40.7127281,-74.0060152
Edison International,Rosemead,CA,34.0676169,-118.0879763
Sherwin-Williams,Cleveland,OH,41.4996574,-81.6936772
NGL Energy Partners,Tulsa,OK,36.1563122,-95.9927516
Dominion Energy,Richmond,VA,37.5385087,-77.43428
Ameriprise Financial,Minneapolis,MN,44.9772995,-93.2654692
ADP,Roseland,NJ,37.278847,-94.84409136
Hilton Worldwide Holdings,McLean,VA,40.4631789,-88.8196613
First Data,Atlanta,GA,33.7489924,-84.3902644
Henry Schein,Melville,NY,50.9307241,-102.807296
"Toys ""R"" Us",Wayne,NJ,38.4251958,-88.4197678
BB&T Corp.,Winston-Salem,NC,36.0998131,-80.2440518
Reinsurance Group of America,Chesterfield,MO,37.3859982,-77.578509
Core-Mark Holding,South San Francisco,CA,37.6535403,-122.4168664
Biogen,Cambridge,MA,52.2055314,0.1186637
Las Vegas Sands,Las Vegas,NV,36.1672559,-115.148516
Stanley Black & Decker,New Britain,CT,-5.2245897,151.55696765353173
Parker-Hannifin,Cleveland,OH,41.4996574,-81.6936772
Stryker,Kalamazoo,MI,42.291707,-85.5872286
Estee Lauder,New York,NY,40.7127281,-74.0060152
Celgene,Summit,NJ,41.1457902,-81.5333603
BlackRock,New York,NY,40.7127281,-74.0060152
Xcel Energy,Minneapolis,MN,44.9772995,-93.2654692
CSX,Jacksonville,FL,30.3321838,-81.655651
Unum Group,Chattanooga,TN,35.0457219,-85.3094883
Jacobs Engineering Group,Dallas,TX,32.7762719,-96.7968559
Lennar,Miami,FL,25.7741728,-80.19362
Group 1 Automotive,Houston,TX,29.7589382,-95.3676974
Leucadia National,New York,NY,40.7127281,-74.0060152
Entergy,New Orleans,LA,29.9759983,-90.0782127
PayPal Holdings,San Jose,CA,37.3361663,-121.890591
Applied Materials,Santa Clara,CA,37.2333253,-121.6846349
Voya Financial,New York,NY,40.7127281,-74.0060152
Mastercard,Purchase,NY,41.0409305,-73.7145746
Priceline Group,Norwalk,CT,41.1175966,-73.4078968
Liberty Interactive,Englewood,CO,39.6482059,-104.9879641
AutoZone,Memphis,TN,35.1460249,-90.0517638
State Street Corp.,Boston,MA,42.3554334,-71.060511
DTE Energy,Detroit,MI,42.3315509,-83.0466403
L3 Technologies,New York,NY,40.7127281,-74.0060152
HollyFrontier,Dallas,TX,32.7762719,-96.7968559
Praxair,Danbury,CT,41.394817,-73.4540111
Universal Health Services,King of Prussia,PA,40.0908111,-75.3832484
Discover Financial Services,Riverwoods,IL,42.1676068,-87.8970986
Occidental Petroleum,Houston,TX,29.7589382,-95.3676974
United States Steel,Pittsburgh,PA,40.4416941,-79.9900861
Sempra Energy,San Diego,CA,32.7174202,-117.162772
Baxter International,Deerfield,IL,42.1711365,-87.8445119
W.W. Grainger,Lake Forest,IL,42.2586461,-87.8407055
Autoliv,Auburn Hills,MI,42.6875323,-83.2341028
Norfolk Southern,Norfolk,VA,52.666667,1
Baker Hughes,Houston,TX,29.7589382,-95.3676974
Ally Financial,Detroit,MI,42.3315509,-83.0466403
Sonic Automotive,Charlotte,NC,35.2272086,-80.8430827
Owens & Minor,Mechanicsville,VA,41.9044574,-91.2546067
Huntsman,The Woodlands,TX,30.1734194,-95.504686
Laboratory Corp. of America,Burlington,NC,44.4761601,-73.212906
Murphy USA,El Dorado,AR,33.2115087,-92.6650144
Advance Auto Parts,Roanoke,VA,37.270973,-79.9414313
Fidelity National Financial,Jacksonville,FL,30.3321838,-81.655651
Air Products & Chemicals,Allentown,PA,40.6022059,-75.4712794
Hormel Foods,Austin,MN,30.2711286,-97.7436995
Hertz Global Holdings,Estero,FL,26.4381474,-81.8067537
MGM Resorts International,Las Vegas,NV,36.1672559,-115.148516
Corning,Corning,NY,42.1435257,-77.0543408
Republic Services,Phoenix,AZ,40.3936294,47.7872508
Alcoa,New York,NY,40.7127281,-74.0060152
Fidelity National Information Services,Jacksonville,FL,30.3321838,-81.655651
Pacific Life,Newport Beach,CA,33.6170092,-117.9294401
SunTrust Banks,Atlanta,GA,33.7489924,-84.3902644
LKQ,Chicago,IL,41.8755616,-87.6244212
BorgWarner,Auburn Hills,MI,42.6875323,-83.2341028
Ball,Broomfield,CO,39.9403995,-105.05208
CST Brands,San Antonio,TX,29.4246002,-98.4951405
Public Service Enterprise Group,Newark,NJ,40.735657,-74.1723667
Eastman Chemical,Kingsport,TN,36.550238,-82.5594293
eBay,San Jose,CA,37.3361663,-121.890591
Mohawk Industries,Calhoun,GA,28.5031572,-96.6736551
Oneok,Tulsa,OK,36.1563122,-95.9927516
Frontier Communications,Norwalk,CT,41.1175966,-73.4078968
Netflix,Los Gatos,CA,37.226611,-121.9746797
American Family Insurance Group,Madison,WI,43.074761,-89.3837613
Thrivent Financial for Lutherans,Minneapolis,MN,44.9772995,-93.2654692
Expedia,Bellevue,WA,47.6144219,-122.192337
Lithia Motors,Medford,OR,42.4184296,-71.1061639
Avis Budget Group,Parsippany,NJ,40.8578772,-74.4259866
Reliance Steel & Aluminum,Los Angeles,CA,34.0536909,-118.242766
GameStop,Grapevine,TX,32.9337381,-97.0788754
Tenneco,Lake Forest,IL,42.2586461,-87.8407055
O'Reilly Automotive,Springfield,MO,39.7990175,-89.6439575
Peter Kiewit Sons',Omaha,NE,41.2587459,-95.9383758
United Natural Foods,Providence,RI,41.8239891,-71.4128343
salesforce.com,San Francisco,CA,37.7790262,-122.419906
Boston Scientific,Marlborough,MA,42.3459271,-71.5522874
Newmont Mining,Greenwood Village,CO,39.6172101,-104.950814
Genworth Financial,Richmond,VA,37.5385087,-77.43428
Live Nation Entertainment,Beverly Hills,CA,34.0696501,-118.3963062
Veritiv,Atlanta,GA,33.7489924,-84.3902644
News Corp.,New York,NY,40.7127281,-74.0060152
Crown Holdings,Philadelphia,PA,39.9527237,-75.1635262
Global Partners,Waltham,MA,42.3756401,-71.2358004
PVH,New York,NY,40.7127281,-74.0060152
Level 3 Communications,Broomfield,CO,39.9403995,-105.05208
Navistar International,Lisle,IL,45.2787444,0.5481384
Univar,Downers Grove,IL,41.7936822,-88.0102281
Campbell Soup,Camden,NJ,39.9448402,-75.1198911
Dick's Sporting Goods,Coraopolis,PA,40.5184013,-80.1667247
Weyerhaeuser,Seattle,WA,47.6038321,-122.330062
Mutual of Omaha Insurance,Omaha,NE,41.2587459,-95.9383758
Chesapeake Energy,Oklahoma City,OK,35.4729886,-97.5170536
Anadarko Petroleum,The Woodlands,TX,30.1734194,-95.504686
Interpublic Group,New York,NY,40.7127281,-74.0060152
J.M. Smucker,Orrville,OH,32.3062505,-87.2455492
Steel Dynamics,Fort Wayne,IN,41.0799898,-85.1386015
Foot Locker,New York,NY,40.7127281,-74.0060152
Western Refining,El Paso,TX,31.7550511,-106.488234
SpartanNash,Byron Center,MI,42.81928795,-85.72791602
Dean Foods,Dallas,TX,32.7762719,-96.7968559
Zimmer Biomet Holdings,Warsaw,IN,52.2319581,21.0067249
PulteGroup,Atlanta,GA,33.7489924,-84.3902644
W.R. Berkley,Greenwich,CT,51.46862565,0.048830573
Quanta Services,Houston,TX,29.7589382,-95.3676974
EOG Resources,Houston,TX,29.7589382,-95.3676974
Charles Schwab,San Francisco,CA,37.7790262,-122.419906
Eversource Energy,Springfield,MA,39.7990175,-89.6439575
Anixter International,Glenview,IL,38.3084193,-85.6505526
EMCOR Group,Norwalk,CT,41.1175966,-73.4078968
Assurant,New York,NY,40.7127281,-74.0060152
CenterPoint Energy,Houston,TX,29.7589382,-95.3676974
Harris,Melbourne,FL,-37.8142454,144.9631732
HD Supply Holdings,Atlanta,GA,33.7489924,-84.3902644
PPL,Allentown,PA,40.6022059,-75.4712794
Quest Diagnostics,Madison,NJ,43.074761,-89.3837613
Williams,Tulsa,OK,36.1563122,-95.9927516
WEC Energy Group,Milwaukee,WI,43.0349931,-87.922497
Hershey,Hershey,PA,40.2854881,-76.6506001
AGCO,Duluth,GA,46.7729322,-92.1251218
Ralph Lauren,New York,NY,40.7127281,-74.0060152
Masco,Taylor,MI,32.2793121,-99.8812612
WESCO International,Pittsburgh,PA,40.4416941,-79.9900861
LifePoint Health,Brentwood,TN,37.9317766,-121.696026
National Oilwell Varco,Houston,TX,29.7589382,-95.3676974
Kindred Healthcare,Louisville,KY,38.2542376,-85.759407
Mosaic,Plymouth,MN,50.3714122,-4.1424451
Alliance Data Systems,Plano,TX,33.0136764,-96.6925096
Computer Sciences,Tysons,VA,38.918592,-77.2314723
Huntington Ingalls Industries,Newport News,VA,37.0914429,-76.5213892
Leidos Holdings,Reston,VA,38.9583737,-77.3579805
Erie Insurance Group,Erie,PA,42.1294712,-80.0852695
Tesla,Palo Alto,CA,37.4443293,-122.1598465
Ascena Retail Group,Mahwah,NJ,41.0887072,-74.1437552
Darden Restaurants,Orlando,FL,28.5421109,-81.3790304
Harman International Industries,Stamford,CT,41.0534302,-73.5387341
Nvidia,Santa Clara,CA,37.2333253,-121.6846349
R.R. Donnelley & Sons,Chicago,IL,41.8755616,-87.6244212
Fifth Third Bancorp,Cincinnati,OH,39.1014537,-84.5124602
Quintiles IMS Holdings,Durham,NC,54.666667,-1.75
Jones Lang LaSalle,Chicago,IL,41.8755616,-87.6244212
Dover,Downers Grove,IL,41.7936822,-88.0102281
Spirit AeroSystems Holdings,Wichita,KS,37.6922361,-97.3375448
Ryder System,Miami,FL,25.7741728,-80.19362
A-Mark Precious Metals,Santa Monica,CA,34.0194704,-118.491227
Tractor Supply,Brentwood,TN,37.9317766,-121.696026
Sealed Air,Charlotte,NC,35.2272086,-80.8430827
Auto-Owners Insurance,Lansing,MI,42.7337712,-84.5553805
Yum China Holdings,Plano,TX,33.0136764,-96.6925096
Calpine,Houston,TX,29.7589382,-95.3676974
Owens-Illinois,Perrysburg,OH,41.5571178,-83.6279321
Targa Resources,Houston,TX,29.7589382,-95.3676974
JetBlue Airways,Long Island City,NY,40.7415095,-73.9569751
Jones Financial (Edward Jones),Des Peres,MO,38.6049811,-90.4426837
Franklin Resources,San Mateo,CA,37.496904,-122.3330573
Activision Blizzard,Santa Monica,CA,34.0194704,-118.491227
J.B. Hunt Transport Services,Lowell,AR,42.6414437,-71.3085329
Constellation Brands,Victor,NY,41.7313887,-92.2979429
NCR,Duluth,GA,46.7729322,-92.1251218
Asbury Automotive Group,Duluth,GA,46.7729322,-92.1251218
American Financial Group,Cincinnati,OH,39.1014537,-84.5124602
Discovery Communications,Silver Spring,MD,38.9959461,-77.0276231
Berry Global Group,Evansville,IN,37.970495,-87.5715641
Sanmina,San Jose,CA,37.3361663,-121.890591
CalAtlantic Group,Arlington,VA,32.7355816,-97.1071186
Dr Pepper Snapple Group,Plano,TX,33.0136764,-96.6925096
Dillard's,Little Rock,AR,34.7465071,-92.2896267
HRG Group,New York,NY,40.7127281,-74.0060152
CMS Energy,Jackson,MI,32.2998686,-90.1830408
Graybar Electric,St. Louis,MO,38.6280278,-90.1910154
Builders FirstSource,Dallas,TX,32.7762719,-96.7968559
Yum Brands,Louisville,KY,38.2542376,-85.759407
Casey's General Stores,Ankeny,IA,41.7320796,-93.605092
Amphenol,Wallingford,CT,51.5982905,-1.1252511
Oshkosh,Oshkosh,WI,44.0206919,-88.5408574
iHeartMedia,San Antonio,TX,29.4246002,-98.4951405
TreeHouse Foods,Oak Brook,IL,41.8328085,-87.9289504
Alleghany,New York,NY,40.7127281,-74.0060152
Expeditors International of Washington,Seattle,WA,47.6038321,-122.330062
Avery Dennison,Glendale,CA,34.1469416,-118.2478471
Ameren,St. Louis,MO,38.6280278,-90.1910154
Hanesbrands,Winston-Salem,NC,36.0998131,-80.2440518
Motorola Solutions,Chicago,IL,41.8755616,-87.6244212
St. Jude Medical,St. Paul,MN,53.9446204,-111.2100163
Harley-Davidson,Milwaukee,WI,43.0349931,-87.922497
Regions Financial,Birmingham,AL,52.4796992,-1.9026911
Intercontinental Exchange,Atlanta,GA,33.7489924,-84.3902644
Alaska Air Group,Seattle,WA,47.6038321,-122.330062
Old Republic International,Chicago,IL,41.8755616,-87.6244212
Lam Research,Fremont,CA,37.5482697,-121.988571
AK Steel Holding,West Chester,OH,39.9597213,-75.6059638
Rockwell Automation,Milwaukee,WI,43.0349931,-87.922497
Adobe Systems,San Jose,CA,37.3361663,-121.890591
Avon Products,Rye,NY,46.8712641,5.4297754
Terex,Westport,CT,41.1414855,-73.3578955
NVR,Reston,VA,38.9583737,-77.3579805
Dana,Maumee,OH,41.5628294,-83.6538244
Realogy Holdings,Madison,NJ,43.074761,-89.3837613
American Tower,Boston,MA,42.3554334,-71.060511
Packaging Corp. of America,Lake Forest,IL,42.2586461,-87.8407055
Citizens Financial Group,Providence,RI,41.8239891,-71.4128343
United Rentals,Stamford,CT,41.0534302,-73.5387341
Clorox,Oakland,CA,37.8044557,-122.271356
Genesis Healthcare,Kennett Square,PA,39.8467414,-75.7116997
M&T Bank Corp.,Buffalo,NY,37.7097669,-95.6974822
Ingredion,Westchester,IL,41.1763139,-73.7907554
UGI,King of Prussia,PA,40.0908111,-75.3832484
Owens Corning,Toledo,OH,39.8560679,-4.0239568
S&P Global,New York,NY,40.7127281,-74.0060152
Markel,Glen Allen,VA,37.316934,-90.02781236
Wyndham Worldwide,Parsippany,NJ,40.8578772,-74.4259866
Arthur J. Gallagher,Itasca,IL,47.4968343,-93.6225663
Burlington Stores,Burlington,NJ,44.4761601,-73.212906
First American Financial,Santa Ana,CA,33.7494951,-117.8732213
Symantec,Mountain View,CA,37.3893889,-122.0832101
Patterson,St. Paul,MN,53.9446204,-111.2100163
Olin,Clayton,MO,33.5204959,-84.3591713
NetApp,Sunnyvale,CA,37.3688301,-122.036349
Raymond James Financial,St. Petersburg,FL,59.9606739,30.1586551
TravelCenters of America,Westlake,OH,32.991226,-97.1943701
Fiserv,Brookfield,WI,41.8228378,-87.848085
Host Hotels & Resorts,Bethesda,MD,38.9846816,-77.0942447
Insight Enterprises,Tempe,AZ,33.4255117,-111.940016
Mattel,El Segundo,CA,33.917028,-118.4156337
AmTrust Financial Services,New York,NY,40.7127281,-74.0060152
Cincinnati Financial,Fairfield,OH,39.7886111,-82.6418883
Simon Property Group,Indianapolis,IN,39.7683331,-86.1583502
Western Union,Englewood,CO,39.6482059,-104.9879641
KeyCorp,Cleveland,OH,41.4996574,-81.6936772
Delek US Holdings,Brentwood,TN,37.9317766,-121.696026
Booz Allen Hamilton Holding,McLean,VA,40.4631789,-88.8196613
Chemours,Wilmington,DE,39.7459468,-75.546589
Western & Southern Financial Group,Cincinnati,OH,39.1014537,-84.5124602
Celanese,Irving,TX,32.8295183,-96.9442177
Windstream Holdings,Little Rock,AR,34.7465071,-92.2896267
Seaboard,Merriam,KS,39.0168058,-94.689947
Essendant,Deerfield,IL,42.1711365,-87.8445119
Apache,Houston,TX,29.7589382,-95.3676974
Airgas,Radnor,PA,40.0463001,-75.3595487
Kelly Services,Troy,MI,39.957373950000004,26.238017461011644
Liberty Media,Englewood,CO,39.6482059,-104.9879641
Rockwell Collins,Cedar Rapids,IA,41.9758872,-91.6704053
Robert Half International,Menlo Park,CA,37.4519671,-122.177992
CH2M Hill,Englewood,CO,39.6482059,-104.9879641
Big Lots,Columbus,OH,39.9622601,-83.0007065
Michaels Cos.,Irving,TX,32.8295183,-96.9442177
Toll Brothers,Horsham,PA,51.0630273,-0.3295028
Yahoo,Sunnyvale,CA,37.3688301,-122.036349
Vistra Energy,Dallas,TX,32.7762719,-96.7968559
ABM Industries,New York,NY,40.7127281,-74.0060152
Walmart,Bentonville,AR,36.3728538,-94.2088172
Exxon Mobil,Irving,TX,32.8295183,-96.9442177
Berkshire Hathaway,Omaha,NE,41.2587459,-95.9383758
Apple,Cupertino,CA,37.3228934,-122.0322895
UnitedHealth Group,Minnetonka,MN,44.9405086,-93.4638936
McKesson,San Francisco,CA,37.7790262,-122.419906
CVS Health,Woonsocket,RI,42.0028761,-71.5147839
Amazon.com,Seattle,WA,47.6038321,-122.330062
AT&T,Dallas,TX,32.7762719,-96.7968559
General Motors,Detroit,MI,42.3315509,-83.0466403
Ford Motor,Dearborn,MI,42.3222599,-83.1763145
AmerisourceBergen,Chesterbrook,PA,40.0756627,-75.4590816
Chevron,San Ramon,CA,37.7648021,-121.9544387
Cardinal Health,Dublin,OH,53.3493795,-6.2605593
Costco,Issaquah,WA,47.5348778,-122.0432974
Verizon,New York,NY,40.7127281,-74.0060152
Kroger,Cincinnati,OH,39.1014537,-84.5124602
General Electric,Boston,MA,42.3554334,-71.060511
Walgreens Boots Alliance,Deerfield,IL,42.1711365,-87.8445119
JPMorgan Chase,New York,NY,40.7127281,-74.0060152
Fannie Mae,Washington,DC,38.8950368,-77.0365427
Alphabet,Mountain View,CA,37.3893889,-122.0832101
Home Depot,Atlanta,GA,33.7489924,-84.3902644
Bank of America Corp.,Charlotte,NC,35.2272086,-80.8430827
Express Scripts Holding,St. Louis,MO,38.6280278,-90.1910154
Wells Fargo,San Francisco,CA,37.7790262,-122.419906
Boeing,Chicago,IL,41.8755616,-87.6244212
Phillips 66,Houston,TX,29.7589382,-95.3676974
Anthem,Indianapolis,IN,39.7683331,-86.1583502
Microsoft,Redmond,WA,47.6694141,-122.1238767
Valero Energy,San Antonio,TX,29.4246002,-98.4951405
Citigroup,New York,NY,40.7127281,-74.0060152
Comcast,Philadelphia,PA,39.9527237,-75.1635262
IBM,Armonk,NY,41.1264847,-73.7139777
Dell Technologies,Round Rock,TX,30.5085915,-97.6788056
State Farm Insurance Cos.,Bloomington,IL,39.1670396,-86.5342881
Johnson & Johnson,New Brunswick,NJ,46.500283,-66.750183
Freddie Mac,McLean,VA,40.4631789,-88.8196613
Target,Minneapolis,MN,44.9772995,-93.2654692
Lowe's,Mooresville,NC,35.5848596,-80.8100724
Marathon Petroleum,Findlay,OH,41.0413873,-83.6503982
Procter & Gamble,Cincinnati,OH,39.1014537,-84.5124602
MetLife,New York,NY,40.7127281,-74.0060152
UPS,Atlanta,GA,33.7489924,-84.3902644
PepsiCo,Purchase,NY,41.0409305,-73.7145746
Intel,Santa Clara,CA,37.2333253,-121.6846349
DowDuPont,Midland,MI,31.83688,-102.0103767
